external_id,title,thumbnail_url,authors,update_days,provider,source_url
naver_791126,"내남친 킹카만들기",https://image-comic.pstatic.net/webtoon/791126/thumbnail/thumbnail_IMAG21_acf0c866-3bf4-43ec-8750-33e060f7cdd6.jpg,"랑쓰,섯끼",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=791126
naver_809263,"대리게임",https://image-comic.pstatic.net/webtoon/809263/thumbnail/thumbnail_IMAG21_10493e4c-e4b5-4aac-b1ed-4acd07879e54.jpg,"철준",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=809263
naver_812161,"도태교실",https://image-comic.pstatic.net/webtoon/812161/thumbnail/thumbnail_IMAG21_076b480a-84eb-46be-b6b0-906e66902f68.jpg,"황준호",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=812161
naver_805974,"돌격! 용마치킨",https://image-comic.pstatic.net/webtoon/805974/thumbnail/thumbnail_IMAG21_33d1be22-7bac-4a6a-8289-0c7db9dc4658.jpg,"팀 오누이",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=805974
naver_809006,"동경과 거짓말",https://image-comic.pstatic.net/webtoon/809006/thumbnail/thumbnail_IMAG21_b00355dd-528d-4120-aa34-038570727b5d.jpg,"오한",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=809006
naver_821855,"뜻밖의 청혼",https://image-comic.pstatic.net/webtoon/821855/thumbnail/thumbnail_IMAG21_402741b2-8e07-4b25-b600-568796c86145.jpg,"이건,홍홍,해사",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=821855
naver_702608,"랜덤채팅의 그녀!",https://image-comic.pstatic.net/webtoon/702608/thumbnail/thumbnail_IMAG21_7005692479348499809.jpg,"박은혁",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=702608
naver_807582,"랜덤타겟",https://image-comic.pstatic.net/webtoon/807582/thumbnail/thumbnail_IMAG21_15f1debd-03b6-4945-8482-a1afbe57ed14.jpg,"이니,정유한",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=807582
naver_808804,"렌탈히어로",https://image-comic.pstatic.net/webtoon/808804/thumbnail/thumbnail_IMAG21_086fffd5-1f67-4881-919c-e5b2a0732ae8.jpg,"포르토,코벳",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=808804
naver_826419,"롤플레잉",https://image-comic.pstatic.net/webtoon/826419/thumbnail/thumbnail_IMAG21_28923e96-eb7a-4367-9ba2-3961e86d1fe0.jpg,"박소",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=826419
naver_796152,"마루는 강쥐",https://image-comic.pstatic.net/webtoon/796152/thumbnail/thumbnail_IMAG21_26b9c1d8-ca2d-4fc7-87ea-a3334634236a.jpg,"모죠",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=796152
naver_814543,"마음의소리2",https://image-comic.pstatic.net/webtoon/814543/thumbnail/thumbnail_IMAG21_df84a681-b7ef-4dda-8cef-25b219d35e3e.jpg,"조석",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=814543
naver_819768,"맹수 사용 설명서",https://image-comic.pstatic.net/webtoon/819768/thumbnail/thumbnail_IMAG21_b9f0f533-1054-4ef6-9d8a-8810c1ad4233.jpg,"마로제이,성하",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=819768
naver_789979,"멸망 이후의 세계",https://image-comic.pstatic.net/webtoon/789979/thumbnail/thumbnail_IMAG21_792cd36e-d722-4970-933b-3da7c37ee812.jpg,"언데드딸기,언데드감자,싱숑",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=789979
naver_817247,"못 잡아먹어서 안달",https://image-comic.pstatic.net/webtoon/817247/thumbnail/thumbnail_IMAG21_61bd3fbe-b16f-494a-b374-e7a68e5ca607.jpg,"팀 보도뵈,퀀퀀,플아다",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=817247
naver_818255,"무원야담",https://image-comic.pstatic.net/webtoon/818255/thumbnail/thumbnail_IMAG21_6f088af3-9094-4dc4-9fe0-5962dea46c8d.jpg,"호우",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=818255
naver_826609,"문어숙희숙회",https://image-comic.pstatic.net/webtoon/826609/thumbnail/thumbnail_IMAG21_8d61cafa-a180-45d3-83b1-119e84b3f380.jpg,"수현,김도비",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=826609
naver_816818,"미워할 거야",https://image-comic.pstatic.net/webtoon/816818/thumbnail/thumbnail_IMAG21_438216c4-efb8-4972-88ff-8b7693f0079c.jpg,"만보",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=816818
naver_812017,"배드 엔딩 메이커",https://image-comic.pstatic.net/webtoon/812017/thumbnail/thumbnail_IMAG21_6392d316-f33c-4fbf-ba2f-e03a6d1b3096.jpg,"오일구,심재영,류은가람",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=812017
naver_814535,"백씨세가 시한부 공자",https://image-comic.pstatic.net/webtoon/814535/thumbnail/thumbnail_IMAG21_20cd5f4e-09d2-4ebc-be63-c3368c46354f.jpg,"맥아,과장,비도",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=814535
naver_822931,"불 빌려드릴까요?",https://image-comic.pstatic.net/webtoon/822931/thumbnail/thumbnail_IMAG21_c7113c1b-e2f1-408b-baeb-d4edad9027e1.jpg,"호진",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=822931
naver_790776,"붉은 이정표",https://image-comic.pstatic.net/webtoon/790776/thumbnail/thumbnail_IMAG21_683f454e-5f7a-416b-936b-8a06cb1c3cae.jpeg,"달뜬",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=790776
naver_765156,"빌런투킬",https://image-comic.pstatic.net/webtoon/765156/thumbnail/thumbnail_IMAG21_adda502b-232a-4df0-9c89-16f6b3b54f51.jpg,"퓨핀,은지",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=765156
naver_818205,"빛나는 나나나나",https://image-comic.pstatic.net/webtoon/818205/thumbnail/thumbnail_IMAG21_7003bf78-c2c2-47b4-95cd-a69109f6331e.jpg,"마라링",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=818205
naver_822198,"사람의 탈",https://image-comic.pstatic.net/webtoon/822198/thumbnail/thumbnail_IMAG21_8103fb52-6bc2-48ee-9ad3-7ab751b8add7.jpg,"우주돌",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=822198
naver_822833,"사리네 보석함",https://image-comic.pstatic.net/webtoon/822833/thumbnail/thumbnail_IMAG21_84c511af-cb92-4bad-b2a4-937bb1ba0e81.jpg,"쪼",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=822833
naver_730656,"사신소년",https://image-comic.pstatic.net/webtoon/730656/thumbnail/thumbnail_IMAG21_fc6d8dbf-eed2-43d0-af45-2edb3cc4244e.jpg,"류",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=730656
naver_800726,"사표내고 이계에서 힐링합니다",https://image-comic.pstatic.net/webtoon/800726/thumbnail/thumbnail_IMAG21_339eaa1b-f9bf-4cc3-95fb-f10671b2d508.jpg,"덤보,파란,딥블랙",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=800726
naver_711422,"삼국지톡",https://image-comic.pstatic.net/webtoon/711422/thumbnail/thumbnail_IMAG21_fd8cb5db-01ab-4c7b-a2a9-920d4479d5f7.jpg,"무적핑크,이리",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=711422
naver_819929,"서울 자가에 대기업 다니는 김 부장 이야기",https://image-comic.pstatic.net/webtoon/819929/thumbnail/thumbnail_IMAG21_f1ca00e5-9b30-44d3-a1ee-7a04d539002a.jpg,"명랑,김병관,송희구",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=819929
naver_824750,"서툰 군인",https://image-comic.pstatic.net/webtoon/824750/thumbnail/thumbnail_IMAG21_1507e5e8-e57f-4730-b067-f974cd583346.jpg,"이량",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=824750
naver_814356,"성검전설",https://image-comic.pstatic.net/webtoon/814356/thumbnail/thumbnail_IMAG21_8ab854ac-f59a-4065-9287-cdfc336eb438.jpg,"최다킬",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=814356
naver_798326,"시체기사 군터",https://image-comic.pstatic.net/webtoon/798326/thumbnail/thumbnail_IMAG21_b64bc0f5-24d2-4c78-8654-bd2b08860108.jpg,"마요너구리",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=798326
naver_819054,"시한부 황후의 나쁜 짓",https://image-comic.pstatic.net/webtoon/819054/thumbnail/thumbnail_IMAG21_caf4a021-bdda-4d89-b4fd-ac143c3a86ad.jpg,"굄,이준,정무늬",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=819054
naver_809618,"신과함께 돌아온 기사왕님",https://image-comic.pstatic.net/webtoon/809618/thumbnail/thumbnail_IMAG21_c7faf304-868c-479d-99d9-4e1f499e5534.jpg,"지대공마법소년,전천후마검사,사람살려.",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=809618
naver_812594,"신입사원 김철수",https://image-comic.pstatic.net/webtoon/812594/thumbnail/thumbnail_IMAG21_7dd78989-bb75-49e9-baa9-cbc5e918af00.jpg,"스튜디오MW,권다희,오정",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=812594
naver_818674,"아, 연애하고 싶다",https://image-comic.pstatic.net/webtoon/818674/thumbnail/thumbnail_IMAG21_1a0e7804-8eeb-469d-9bf2-7a768e526a72.jpg,"강우봉",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=818674
naver_818434,"아카데미 플레이어를 죽였다",https://image-comic.pstatic.net/webtoon/818434/thumbnail/thumbnail_IMAG21_1079a842-9e23-40d2-9704-275ccdbf81d3.jpg,"기린그린,사람살려.",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=818434
naver_819223,"암호는 002!",https://image-comic.pstatic.net/webtoon/819223/thumbnail/thumbnail_IMAG21_d5d995c2-91ec-4b38-9ca4-3640be6bcc70.jpg,"파도",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=819223
naver_818969,"약 파는 황태자",https://image-comic.pstatic.net/webtoon/818969/thumbnail/thumbnail_IMAG21_2d93bb12-6fc7-4a99-b6fd-7adce3728f9e.jpg,"PASS,다댕,문백경",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=818969
naver_400739,"에이머",https://image-comic.pstatic.net/webtoon/400739/thumbnail/thumbnail_IMAG21_b5046846-5af7-48a9-9b20-b0b07cf0c904.jpeg,"구동인",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=400739
naver_797413,"여우자매",https://image-comic.pstatic.net/webtoon/797413/thumbnail/thumbnail_IMAG21_ace1e233-33dd-4541-888c-839abd3fa2e6.jpg,"갈치",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=797413
naver_752532,"연우의 순정",https://image-comic.pstatic.net/webtoon/752532/thumbnail/thumbnail_IMAG21_e0dbfa33-e13c-4adc-bf63-a5b26b4a2a3e.jpg,"이솔",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=752532
naver_818192,"염라강림",https://image-comic.pstatic.net/webtoon/818192/thumbnail/thumbnail_IMAG21_a8988c53-5efd-4506-b046-b46bccd90c56.jpg,"바른꽃",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=818192
naver_821981,"오아뉴-멱살 한번 잡힙시다",https://image-comic.pstatic.net/webtoon/821981/thumbnail/thumbnail_IMAG21_8b5cb640-682d-4fd8-99e1-d5ca8ac8398e.jpg,"게르마늄,뉴럭이",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=821981
naver_732988,"올가미",https://image-comic.pstatic.net/webtoon/732988/thumbnail/thumbnail_IMAG21_eda8ea4b-fdc8-411d-9f28-09e450cc06c5.jpg,"해무리",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=732988
naver_798101,"왕게임",https://image-comic.pstatic.net/webtoon/798101/thumbnail/thumbnail_IMAG21_766e3761-228a-4c04-97b8-6f0ef13cf35b.jpg,"신형욱,범고래",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=798101
naver_810561,"왕자님 짠내밥상",https://image-comic.pstatic.net/webtoon/810561/thumbnail/thumbnail_IMAG21_b93e29dc-335c-4c38-afa9-074c581273cc.jpg,"쑥",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=810561
naver_818448,"욕망일기Deep",https://image-comic.pstatic.net/webtoon/818448/thumbnail/thumbnail_IMAG21_8f02d84a-1c44-412e-8a34-4c9ec09c68ac.jpg,"박만사, 김꿀빨,누리마루",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=818448
naver_797819,"우투리: THE LEGACY",https://image-comic.pstatic.net/webtoon/797819/thumbnail/thumbnail_IMAG21_2feecf54-8321-4d15-a8d9-25f0b72003d6.jpg,"도토리맛 우유,홍기우",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=797819
naver_698918,"원주민 공포만화",https://image-comic.pstatic.net/webtoon/698918/thumbnail/thumbnail_IMAG21_3689346629442483042.jpg,"원주민",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=698918
naver_807314,"원포인트",https://image-comic.pstatic.net/webtoon/807314/thumbnail/thumbnail_IMAG21_176143e6-3d43-495d-b60e-4dae06bc10e2.jpg,"잇",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=807314
naver_616239,"윌유메리미",https://image-comic.pstatic.net/webtoon/616239/thumbnail/thumbnail_IMAG21_b412e69f-b6dc-40eb-b022-0f2c0991389b.jpg,"마인드C",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=616239
naver_809579,"윗집 그 남자",https://image-comic.pstatic.net/webtoon/809579/thumbnail/thumbnail_IMAG21_486a2740-0979-4a97-a50c-0b385570fd65.jpg,"핸저 아트",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=809579
naver_822556,"유부 감자",https://image-comic.pstatic.net/webtoon/822556/thumbnail/thumbnail_IMAG21_46b37b9f-0a73-43e0-982a-1cf5666397c7.jpg,"감자",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=822556
naver_804653,"유사연애",https://image-comic.pstatic.net/webtoon/804653/thumbnail/thumbnail_IMAG21_245d93e8-07c6-4229-9e51-bb813a307610.jpg,"여은",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=804653
naver_654138,"은주의 방 2~3부",https://image-comic.pstatic.net/webtoon/654138/thumbnail/thumbnail_IMAG21_3559587746721839161.jpg,"노란구미",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=654138
naver_814298,"이상형",https://image-comic.pstatic.net/webtoon/814298/thumbnail/thumbnail_IMAG21_7896dd49-b0c2-4f5d-9505-aa576656a919.jpg,"배사과",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=814298
naver_813454,"이섭의 연애",https://image-comic.pstatic.net/webtoon/813454/thumbnail/thumbnail_IMAG21_e40fa093-2511-4818-90a0-c69e6caf14cd.jpg,"248,김언희",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=813454
naver_819230,"일홀도",https://image-comic.pstatic.net/webtoon/819230/thumbnail/thumbnail_IMAG21_0e049c62-8732-4c2b-adcf-ae67a6bc7542.jpg,"장래혁,설봉",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=819230
naver_812121,"자매의 사생활",https://image-comic.pstatic.net/webtoon/812121/thumbnail/thumbnail_IMAG21_8d4a2ffb-4ce5-4a27-8554-462ae7055592.jpg,"조주희,뉘롬",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=812121
naver_824240,"자멸기관",https://image-comic.pstatic.net/webtoon/824240/thumbnail/thumbnail_IMAG21_1870d459-4a42-4102-adbd-32ce91495785.jpg,"김보통,나몬",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=824240
naver_676695,"제로게임",https://image-comic.pstatic.net/webtoon/676695/thumbnail/thumbnail_IMAG21_68b97d1b-2b65-4b2c-a5a0-6aa60d4602de.jpg,"즐바센",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=676695
naver_821192,"좋아? 죽어!",https://image-comic.pstatic.net/webtoon/821192/thumbnail/thumbnail_IMAG21_156483ac-3740-4cbf-8150-0f24595bae52.jpg,"박만사, 김용키,죠",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=821192
naver_794105,"주인님을 잡아먹는 방법",https://image-comic.pstatic.net/webtoon/794105/thumbnail/thumbnail_IMAG21_bc1d4038-94fc-428c-8e78-e2cb9ab3643e.jpg,"세인,차혜영",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=794105
naver_826887,"죽어 천국에 가다",https://image-comic.pstatic.net/webtoon/826887/thumbnail/thumbnail_IMAG21_4ae9d522-19b5-43db-b1ad-08bffc6c4e3d.jpg,"수사반장",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=826887
naver_812731,"죽었던 너와 다시 시작하기",https://image-comic.pstatic.net/webtoon/812731/thumbnail/thumbnail_IMAG21_2f3886a0-a751-454f-b873-3bca44046023.jpg,"히우",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=812731
naver_721433,"집이 없어",https://image-comic.pstatic.net/webtoon/721433/thumbnail/thumbnail_IMAG21_e14d8057-378c-4208-8531-e82e1dce8dd6.jpg,"와난",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=721433
naver_812576,"착한 여자 안선해",https://image-comic.pstatic.net/webtoon/812576/thumbnail/thumbnail_IMAG21_91557fba-c1c9-4391-a066-2f43f44a4608.jpg,"선우",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=812576
naver_774358,"천마는 평범하게 살 수 없다",https://image-comic.pstatic.net/webtoon/774358/thumbnail/thumbnail_IMAG21_580067f4-3434-475f-ba51-3bbc86c6ad7d.jpg,"철범,우푸,산천",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=774358
naver_795658,"초인의 게임",https://image-comic.pstatic.net/webtoon/795658/thumbnail/thumbnail_IMAG21_9771c54c-af6a-477c-9243-2b3bb784aae6.jpg,"Two-zero,플랜에이,니콜로",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=795658
naver_822578,"친애하는 연서",https://image-comic.pstatic.net/webtoon/822578/thumbnail/thumbnail_IMAG21_21416473-c5ab-4686-ab62-276b4a0c8b16.jpg,"김방학",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=822578
naver_826437,"킬링 스프리",https://image-comic.pstatic.net/webtoon/826437/thumbnail/thumbnail_IMAG21_906a0d41-0058-4be7-a92d-c360bd3e79fd.jpg,"SN,배현희",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=826437
naver_817346,"파도의 포말",https://image-comic.pstatic.net/webtoon/817346/thumbnail/thumbnail_IMAG21_109fe7c4-1e33-4273-bcdb-34da1fc9c14d.jpg,"라떼",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=817346
naver_812414,"포 더 퀸덤",https://image-comic.pstatic.net/webtoon/812414/thumbnail/thumbnail_IMAG21_671e844b-2049-4d5a-953b-bb54b7b02c00.jpg,"로즈옹",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=812414
naver_813121,"폭군의 심장을 쥐었다",https://image-comic.pstatic.net/webtoon/813121/thumbnail/thumbnail_IMAG21_88275b60-7f4e-4b1a-8dcb-c932c1d7fbb4.jpg,"아리,Nobena,유세유",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=813121
naver_823021,"피부과 만렙남",https://image-comic.pstatic.net/webtoon/823021/thumbnail/thumbnail_IMAG21_dbdac991-db82-493f-b2cf-fbb3045dbc27.jpg,LICO,TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=823021
naver_773793,"필리아로제 - 가시왕관의 예언",https://image-comic.pstatic.net/webtoon/773793/thumbnail/thumbnail_IMAG21_96eea80e-94b1-4087-af03-671cb9a14de6.jpg,"백화등,Ryuta,김영지",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=773793
naver_738487,"하루만 네가 되고 싶어",https://image-comic.pstatic.net/webtoon/738487/thumbnail/thumbnail_IMAG21_e7291231-deea-4bc8-9479-ed6dbe42dc43.jpg,"삼",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=738487
naver_783877,"하북팽가 막내아들",https://image-comic.pstatic.net/webtoon/783877/thumbnail/thumbnail_IMAG21_0649e854-9113-4a06-a9fe-7cad72be8c9a.jpg,"스튜디오 시그마,기원,무향",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=783877
naver_723046,"하우스키퍼",https://image-comic.pstatic.net/webtoon/723046/thumbnail/thumbnail_IMAG21_c9dc9f1e-6e34-4ae8-9ea3-e94dda2dbef5.jpg,"채용택,유현",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=723046
naver_743139,"한림체육관",https://image-comic.pstatic.net/webtoon/743139/thumbnail/thumbnail_IMAG21_6012f944-ea1f-4328-ba22-bca09be494ee.jpg,"혜성,이석재",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=743139
naver_808388,"해골협객",https://image-comic.pstatic.net/webtoon/808388/thumbnail/thumbnail_IMAG21_741d216d-75b8-4a81-93c5-1f6d6f697ed2.jpg,"성불예정,준1",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=808388
naver_799250,"헥토파스칼",https://image-comic.pstatic.net/webtoon/799250/thumbnail/thumbnail_IMAG21_04fec725-d0f1-4434-990d-ada248a1e95d.jpg,"버퍼링,길성근",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=799250
naver_822876,"헬스x로맨스",https://image-comic.pstatic.net/webtoon/822876/thumbnail/thumbnail_IMAG21_4a13a71f-f9b4-4eac-b20c-5856fb73538a.jpg,"인미",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=822876
naver_819206,"형사본색",https://image-comic.pstatic.net/webtoon/819206/thumbnail/thumbnail_IMAG21_e16c74ba-f012-4e8b-8a28-393bf2cdb5e8.jpg,"신철,펜촉",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=819206
naver_819436,"환수왕",https://image-comic.pstatic.net/webtoon/819436/thumbnail/thumbnail_IMAG21_6ab3deb6-abb6-43ea-be4f-64704090c7b4.jpg,"좌승훈",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=819436
naver_814817,"흑역사 어게인",https://image-comic.pstatic.net/webtoon/814817/thumbnail/thumbnail_IMAG21_444e5c19-39a5-493c-aa6f-5892ccda22b1.jpg,"안수민",TUE,NAVER,https://comic.naver.com/webtoon/list?titleId=814817
naver_821321,"1등급 싸움과외",https://image-comic.pstatic.net/webtoon/821321/thumbnail/thumbnail_IMAG21_d4e80fed-115e-490f-8e4b-de1d9032c5cb.jpg,"김태경",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=821321
naver_816860,"49번 남았습니다, 스승님!",https://image-comic.pstatic.net/webtoon/816860/thumbnail/thumbnail_IMAG21_13fe26e8-8a6f-4147-bb00-ecdec96de116.jpg,"김공작,코양희",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=816860
naver_775141,"66666년 만에 환생한 흑마법사",https://image-comic.pstatic.net/webtoon/775141/thumbnail/thumbnail_IMAG21_30fa3d4e-7e2f-468a-9128-f22764142abc.jpg,"도박,백세,화봉",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=775141
naver_812168,"강아지는 멍멍하고 짖지 않아!",https://image-comic.pstatic.net/webtoon/812168/thumbnail/thumbnail_IMAG21_b0c2ba00-3f16-4e96-923f-920a746aa883.jpg,"얄라리",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=812168
naver_814421,"강철을 먹는 플레이어",https://image-comic.pstatic.net/webtoon/814421/thumbnail/thumbnail_IMAG21_d0bd8511-b124-41ce-84af-a6a65da3029a.jpg,"감독9,지점장",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=814421
naver_802835,"겨울 정원의 하와르",https://image-comic.pstatic.net/webtoon/802835/thumbnail/thumbnail_IMAG21_72a81c26-26f6-41dc-8645-237de4484445.jpg,"단청,래럿,미나토",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=802835
naver_701535,"격기3반",https://image-comic.pstatic.net/webtoon/701535/thumbnail/thumbnail_IMAG21_2abe5b1a-9104-417f-9995-0db15c6db7be.jpg,"이학",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=701535
naver_811716,"결혼 시뮬레이션",https://image-comic.pstatic.net/webtoon/811716/thumbnail/thumbnail_IMAG21_e3f60bc3-b361-49cd-85c3-b7acb8ed592a.jpg,"김래잇,황주영",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=811716
naver_819952,"고백하면 끝나는 만화",https://image-comic.pstatic.net/webtoon/819952/thumbnail/thumbnail_IMAG21_a38a7bd9-986e-4d8c-ae2d-1720e44713e2.jpg,"윤딘",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=819952
naver_765158,"괴물공작의 딸",https://image-comic.pstatic.net/webtoon/765158/thumbnail/thumbnail_IMAG21_81025e55-1ffa-4a2e-8922-190bf11df9aa.jpg,"한바다,찬란",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=765158
naver_812381,"귀비나리",https://image-comic.pstatic.net/webtoon/812381/thumbnail/thumbnail_IMAG21_616c0474-a8e2-4caf-a986-d7528c4feb55.jpg,"신희빈,곰시",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=812381
naver_800504,"그 남자의 은밀한 하루",https://image-comic.pstatic.net/webtoon/800504/thumbnail/thumbnail_IMAG21_de7f2718-2ed9-4688-890d-fc73b9179c1d.jpg,"탄단,이로,백묘",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=800504
naver_818017,"그때 그 채영민",https://image-comic.pstatic.net/webtoon/818017/thumbnail/thumbnail_IMAG21_67599959-34f4-4a23-81a1-689685e096f4.jpg,"문홍조",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=818017
naver_809558,"나랑 해요",https://image-comic.pstatic.net/webtoon/809558/thumbnail/thumbnail_IMAG21_094f39f0-92cf-434d-9578-10b896b79ffb.jpg,"통조림,별규",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=809558
naver_807308,"나를 낳아줘",https://image-comic.pstatic.net/webtoon/807308/thumbnail/thumbnail_IMAG21_0ae07ac0-7a61-42a3-822f-f74d42b163a5.jpg,"미티,연주",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=807308
naver_750184,"나쁜사람",https://image-comic.pstatic.net/webtoon/750184/thumbnail/thumbnail_IMAG21_adfbd65f-18fa-4268-81db-ec88ae4aa8b1.jpg,"둠스",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=750184
naver_818567,"나의 신은 욕망꾸러기",https://image-comic.pstatic.net/webtoon/818567/thumbnail/thumbnail_IMAG21_3f8945b4-5588-4e2d-aa99-8cb6bd926f82.jpg,"서아",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=818567
naver_808738,"남사친의 법칙",https://image-comic.pstatic.net/webtoon/808738/thumbnail/thumbnail_IMAG21_50ffdfa5-adae-42ec-9e37-7b809b05341b.jpg,"이도윤",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=808738
naver_826440,"낫오버",https://image-comic.pstatic.net/webtoon/826440/thumbnail/thumbnail_IMAG21_cead3719-7a59-4011-b8a8-d68183fad0a9.jpg,"돌석",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=826440
naver_824230,"내 여자친구는",https://image-comic.pstatic.net/webtoon/824230/thumbnail/thumbnail_IMAG21_ed660f62-2327-4c1b-9605-2fc2d4cd17f9.jpg,"박씨",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=824230
naver_824749,"내 연애 너 있다",https://image-comic.pstatic.net/webtoon/824749/thumbnail/thumbnail_IMAG21_37ced403-c51b-41df-92b5-69d8f08584f8.jpg,"키크니",WED,NAVER,https://comic.naver.com/webtoon/list?titleId=824749
